-8.599785519060625383e-01 2.931951078862758742e+00
5.384643944406276361e+00 -3.478470521227533752e+00
3.045230035970652338e+00 -3.929494185412773177e+00
1.073996818845710521e+00 -1.438051495263495738e+00
-1.769166604048540314e+00 -1.619662226432979857e+00
-2.218580087586838001e+00 3.702790888275896641e+00
2.390579286666060455e+00 -2.341889556314029619e+00
4.025727792998424093e+00 1.386866157644203845e+00
9.359764267833430296e-01 -7.450778712431942452e-01
-7.126292259142630314e-01 -1.478384265833926570e+00
5.304207561393495141e+00 1.082327100256811114e+00
6.724076058563490221e+00 -3.190939174019205460e+00
7.113243138694176793e+00 -1.816741779392167189e+00
7.672457124254558281e+00 -3.933718990630512558e+00
3.279067992844233004e+00 3.385380310360921463e+00
3.362137051593800940e+00 -3.378264481694725596e+00
3.329073142554499931e+00 -2.321384110155374714e+00
4.212095256103584262e+00 8.378647818396025571e-01
3.360333661078609424e-01 1.221676669165553619e+00
3.368405603942029813e+00 -1.093312652122624407e+00
-1.208975788999372636e+00 2.168293557231156576e+00
1.406145995039551622e+00 -1.671498054740394146e+00
7.644301947840119738e+00 -1.337267387181990230e+00
6.198017005799316692e+00 3.640231221431691644e+00
-1.534990629100296822e+00 -2.358585201126248698e+00
2.516035081070455703e-02 3.043647443832400157e-01
-2.014782024246615677e+00 1.584839222326481334e+00
4.795542643818318851e+00 -3.532373454873446228e+00
6.537379941736473299e+00 2.787987936196855365e+00
7.707957704544099897e+00 3.486547760141057495e+00
1.248080104084232644e-01 -1.339346374796768657e+00
-3.265559680944677190e+00 2.789210001875988887e+00
5.455025064161418413e+00 -2.213647036782102617e-01
1.273900668450687945e+00 -3.338620108572190048e-01
1.851500248008832727e+00 2.588055216690136717e+00
7.984365189023549192e+00 5.841110576284940237e-01
6.638144202591769627e+00 1.103010027029769802e+00
-1.264919989393100241e+00 -1.288020147340495747e+00
-3.180080272694813637e+00 -1.614010026232808315e-01
1.088364427804835444e+00 -3.279186732588186715e+00
6.903832485554953990e+00 3.445117937149728249e+00
-3.319795679448005465e+00 1.020449841464902363e+00
7.490116960936935797e+00 -1.493865780567332990e+00
-7.125580496553629573e-02 3.418876610503219560e+00
-3.516555779161090634e+00 -1.104208424544071754e+00
5.935784616793524648e+00 9.976980429791355576e-01
5.247215331508037650e+00 -2.426573174247071307e+00
4.578087752256452703e+00 5.538476098978417639e-01
1.739072403550780521e+00 -1.112942838718325334e+00
7.469068357554071724e+00 -2.864835870994300038e+00
7.487334176952334275e+00 3.405924569691308967e+00
5.706430260775148255e+00 -2.223080143468039616e+00
4.225167579556936559e+00 9.961275035690366764e-01
-2.568041145428478167e+00 4.162104974260074641e-01
-3.327127652098180732e+00 3.149838588710176523e+00
2.228138766458652498e+00 2.711222436276169212e+00
1.160128990617010913e+00 -1.512037375026880071e-01
2.264332058626329136e+00 2.329452850040564904e+00
4.809840775358841469e+00 3.423349451679703392e+00
1.564589609296450412e+00 -1.112044489439091066e+00
-3.068178195226105576e+00 -3.602455371500300707e+00
5.951939385750488754e-01 2.571931031498601250e+00
1.723049471865735427e+00 3.679207771398438354e-01
4.511716626031578414e+00 -1.040253234246566905e+00
1.076635886298941358e+00 1.936385987979175383e+00
2.802076650646327494e+00 -3.487068599302231675e+00
-9.369548858051377493e-01 -1.569328967583351719e+00
1.192802285818070018e+00 3.693926724954099683e-01
-1.217374748466069523e+00 1.385028485478458471e+00
4.820636047065224972e+00 1.571714831042918092e+00
5.168276766123907962e+00 -1.299561568697082947e+00
6.020730535759733826e+00 1.554789688696974537e+00
8.286340836877936766e-01 -2.512975686256777585e+00
-2.911022311225688330e+00 -2.969737583766097977e+00
2.237884621709708810e+00 -2.552065630545623520e+00
2.169371244530752918e+00 -3.702487513531699470e+00
1.839759784410421872e-02 -3.615215065423874385e+00
7.519239102290974586e+00 3.743582225259708629e+00
5.432583402043281495e+00 -2.630300682093384523e+00
-3.851251094919834195e+00 -2.799641394697211183e+00
2.080211091405175239e-01 5.827478175097438040e-01
7.997198027980978452e-01 4.779530179716546812e-01
-3.892824585662824077e-01 -1.339632390985364019e+00
3.295546948642145146e+00 -2.753601945871407608e+00
3.369469153922986848e+00 -3.049816273951293510e+00
6.987571937803194189e+00 -2.526013118436582161e+00
5.171264060661243889e+00 -3.500675732092088488e+00
1.034541452846534426e+00 -3.404133606238501919e+00
6.373342168896565241e-01 -1.676060650913052896e+00
-1.862461742593348291e+00 2.547365898764573977e+00
-1.050049896218729906e-01 -8.198491567552270709e-01
3.393713595637226632e-01 2.910392664127901874e+00
4.421605901755569334e+00 3.945811132090965678e+00
3.532957210681187732e+00 2.268084276152793066e-01
-3.056984638880383631e+00 -1.681258184417831814e+00
4.913541470496880947e+00 -3.329733180282842042e+00
3.690842792105204495e+00 -4.825149440957776648e-02
4.187208365518902298e+00 -2.285224726076085844e+00
-3.900090497696888647e+00 -2.790858071661725504e+00
1.304816824636993999e+00 -6.047909551511585491e-01
3.469284885892326642e+00 3.673550483381795573e-01
-1.430836450011033989e+00 2.152252463005140726e+00
2.471256062304245660e+00 2.744353198644413183e+00
-3.229717054068790727e+00 1.293605724689932401e-01
-1.559217385403071532e+00 -3.598964672721464808e+00
1.488425729040213419e+00 -3.341612647805246361e+00
1.230508142921015846e+00 -3.528858875969342002e+00
6.771518294432876672e-01 -1.158932369863078016e+00
-3.477038972164026909e+00 1.688525216566833187e+00
5.730387542672515266e+00 -1.713434731769178043e+00
5.384469691262591340e+00 -1.961364468565267138e+00
-3.779773328276145428e+00 8.220627953248635933e-01
